key,type,gbif_key,gbif_publisher_key,license,issued,confidence,completeness,origin,title,alias,description,version,geographic_scope,taxonomic_scope,url,logo,notes,settings,source_key,contact,creator,editor,publisher,contributor
2018,TAXONOMIC,66dd0960-2d7d-46ee-a491-87b9adcfe7b1,,,,,,EXTERNAL,GRIN Taxonomy,GRIN,,,,,,,,"{""data access"": ""http://rs.gbif.org/datasets/grin_archive.zip"", ""data format"": ""dwca"", ""import frequency"": 7, ""nomenclatural code"": ""botanical""}",,"(,,,,,,,,,,,)",,,,
2019,TAXONOMIC,672aca30-f1b5-43d3-8a2b-c1606125fa1b,,,,,,EXTERNAL,Mammal Species of the World,MSW3,,,,,,,,"{""data access"": ""http://rs.gbif.org/datasets/msw3.zip"", ""data format"": ""dwca"", ""import frequency"": 7, ""nomenclatural code"": ""zoological""}",,"(,,,,,,,,,,,)",,,,
2020,OTHER,6cfd67d6-4f9b-400b-8549-1933ac27936f,,,2017-03-09,,,EXTERNAL,GBIF Type Specimen Names,,"A checklist of names extracted from all GBIF type specimen with parsable names. The list uses the verbatim, original data not interpreted by GBIF with the exception of the name itself which is parsed using the GBIF Name Parser. The detailed procedure can be found at https://github.com/gbif/type-specimen-checklist.",,,,https://github.com/gbif/type-specimen-checklist,,,"{""data access"": ""http://api.gbif.org/v1/occurrence/download/request/dwca-type-specimen-checklist.zip"", ""data format"": ""dwca"", ""import frequency"": 7}",,"(,""Markus (GBIF Secretariat)"",Döring,,,,,,,,,)","{""(,\""Markus (GBIF Secretariat)\"",Döring,,,,,,,,,)""}",,,
2021,TAXONOMIC,7a9bccd4-32fc-420e-a73b-352b92267571,,,2017-02-01,,,EXTERNAL,Checklist of Beetles (Coleoptera) of Canada and Alaska. Second Edition.,,"All 8238 species-group taxa of Coleoptera known to occur in Canada and Alaska are recorded by province/territory or state, along with their author(s) and year of publication, in a classification framework. Only presence of taxa in each Canadian province or territory and Alaska is noted. Labrador is considered a distinct geographical entity. Adventive and Holarctic species-group taxa are indicated. References to pertinent identification keys are given under the corresponding supraspecific taxa.",,,,http://data.canadensys.net/ipt/resource.do?r=coleoptera-ca-sk,,,"{""data access"": ""http://data.canadensys.net/ipt/archive.do?r=coleoptera-ca-ak"", ""data format"": ""dwca"", ""import frequency"": 7, ""nomenclatural code"": ""zoological""}",,"(,""Patrice (Agriculture and Agri-Food Canada)"",Bouchard,,,,,,,,,)","{""(,\""Patrice (Agriculture and Agri-Food Canada)\"",Bouchard,,,,,,,,,)""}",,,
2022,TAXONOMIC,7ea21580-4f06-469d-995b-3f713fdcc37c,,,2016-03-09,,,EXTERNAL,GBIF Algae Classification,,"A classification for all algae from kingdom down to families distributed across the 3 kingdoms Plantae, Chromista and Protozoa. This classification is aiming to fill the algae gaps in the current Catalog of Life which has no taxa within the following phyla: Chromista: Cryptophyta, Haptophyta, Ochrophyta Plantae: Charophyta, Chlorophyta, Glaucophyta, Rhodophyta Protozoa: Euglenozoa",,,,https://github.com/gbif/algae,,,"{""data access"": ""https://github.com/gbif/algae/archive/master.zip"", ""data format"": ""dwca"", ""import frequency"": 7, ""nomenclatural code"": ""botanical""}",,"(,""Markus (GBIF)"",Döring,,,,,,,,,)","{""(,\""Markus (GBIF)\"",Döring,,,,,,,,,)""}",,,
2023,NOMENCLATURAL,80b4b440-eaca-4860-aadf-d0dfdd3e856e,,,2007-10-01,,,EXTERNAL,Official Lists and Indexes of Names in Zoology,,All scientific names listed in the Official Lists and Indexes of Names in Zoology from the International Commission on Zoological Nomenclature (ICZN).,,,,http://iczn.org/sites/iczn.org/files/Official_List_updated_December_2012.pdf,,,"{""data access"": ""https://github.com/gbif/iczn-lists/archive/master.zip"", ""data format"": ""dwca"", ""import frequency"": 7, ""nomenclatural code"": ""zoological""}",,"(,""Markus (GBIF)"",Döring,,,,,,,,,)","{""(,\""Rich (Bernice Pauahi Bishop Museum)\"",Pyle,,,,,,,,,)""}",,,
2024,OTHER,8d431c96-9e2f-4249-8b0a-d875e3273908,,,2019-11-16,,,EXTERNAL,"Catalogue of the type specimens of Cosmopterigidae (Lepidoptera: Gelechioidea) from research collections of the Zoological Institute, Russian Academy of Sciences",,"The Catalogue includes the images of dorsal views of the moths and its labels, detailed label and collection data, maps showing type localities, and references to original descriptions for primary types of 50 species and subspecies of the family Cosmopterigidae Heinemann& Wocke, [1876] (Lepidoptera: Gelechioidea) described by A.S. Danilevsky [1], S.Yu. Sinev [2–14], M.I. Falkovitsh [15] and W.F. Wocke [16]. They belong to genera Cosmopterix Hübner, [1825] (27 species), Vulcaniella Riedl, 1965 (5), Hodgesiella Riedl, 1965 (2), Labdia Walker, 1864 (2), Ressia Sinev, 1988 (2), Coccidiphila Danilevsky, 1950 (1), Pyroderces Herrich-Schäffer, 1853 (1), Anatrachyntis Meyrick, 1915 (1), Gracilosia Sinev, 1989 (1), Minivalva Sinev, 1989 (1), Diversivalva Sinev, 1991 (1), and Eteobalea Hodges, 1962 (1) from the subfamily Cosmopteriginae, Pancalia Stephens, 1829 (4) and Alloclita Staudinger, 1859 (1) from the subfamily Antequerinae.
A collection of Cosmopterigidae is a part of general world-wide collection of micromoths deposited in the Lepidoptera Department of the Laboratory of Insect Taxonomy of the Zoological Institute RAS. Its Palaearctic part is housed in the 52 standard wooden drawers with glass lids in 3 wooden cabinets and comprises above 7500 pinned, labelled and identified specimens belonging to 22 genera and 105 species (90 % and 86 % of Palaearctic taxa, respectively). The primary types are kept separately in the individual boxes inside two standard wooden drawers. Collection also includes over 900 micropreparates of genitalia kept in alcohol-glycerol blend, and about 50 microslides of genitalia fixed in Euparal. Besides the Palaearctic taxa (primarily from the former Russian Empire and Soviet Union and adjacent countries), collection of Cosmopterigidae comprises also different taxa from Oriental (Vietnam, India, Laos, Thailand, Korea, China), Afrotropical, Nearctic and, to a lesser extent, Neotropical and Australian regions. The ‘exotic’ part of collection is housed in the 35 standard wooden drawers with glass lids and carton boxes in 2 wooden cabinets and comprises ca. 2500 pinned, labelled and partly identified specimens belonging to about 100 genera, and over 500 species.
In the past, cosmopterigid collection was not arranged as a separate unit. Its historical nucleus comprises by material accumulated from different sources during the XIX century and by the Lepidoptera collection of Grand Duke Nikolai Michailovich Romanoff. A special importance has collection of M.F. Wocke (bought by Romanoff and donated to the Zoological Museum in 1907) which comprised mostly western European taxa, and collection of E. Eversmann (donated via Russian Entomological Society in 1908) which comprised mostly taxa from the Volga-Ural region. All the above mentioned collections were stored separately until the 80th of XX century. At that time, the additional specimens collected by the staffs of Zoological Museum/Institute and other persons, chiefly remained among the unsorted Microlepidoptera material. The most important input to the collection was made by A.N. Diakonov, N.N. Filipjev, V.V. Ermolaev, and M.G. Ponomarenko (Russian Far East), A.K. Zagulajev (Transcaucasia, Crimea), I.M. Kerzhner (Mongolia), M.I. Falkovitsh and R.K. Puplesis [Stonis] (Central Asia), Yu.I. Budashkin (Crimea), A.L. Lvovsky and S.V. Baryshnikova (Central Asia, Russian Far East), V.I. Kuznetzov (Kuril Islands, Vietnam), M.M. Omelko (Primorskiy Territory, Laos), V.V. Dubatolov (Altai, Siberia, Amur basin), V.V. Anikin (Volga region, Mongolia, Central and South Africa), S.V. Nedoshivina and V.V. Zolotuhin (Vietnam), L.V. Bolshakov and A.G. Korobkov (European part).
Maintenance of the general collection in its present state, mounting and identification of the material has been performed during last 40 years by S.Yu. Sinev. Since1976, the collection has been enriched greatly (nearly doubled) by the materials of numerous field trips of the author to the Russian Far East (Primorskiy and Khabarovskiy territories, Sachalin, Kuril Islands), Transbaikalia, Altai, Kazakhstan, Kirghizia, Transcaucasia, Crimea, South Ural, Middle Volga region, Republic of Komi, Cola Peninsula, as well as to the Southern Korea, Iran, China, etc. Some cosmopterigid taxa including the paratypes of new species have been received in exchange or as a gift from F. Kasy (Austria), W. Mey and W. Speidel (Germany), A. Diakonoff and E. van Nieukerken (The Netherlands), O. Karsholt (Denmark), K.T. Park (Republic of Korea), J. De Prins (Belgium), R.W. Hodges (USA). The collection has been also enriched with the doublet specimens of the species submitted for the determination by the applied entomologists and amateur collectors. The most valuable part of the general collection, along with the primary types, comprise the numerous secondary types (paratypes, paralectotypes, ca. 650 specimens in total) of 68 species and subspecies. Among the secondary types, the taxa described by such famous lepidopterologists as W. Krone, H.G. Amsel, F. Kasy, T. Riedl, and A.K. Zagulajev are also represented.
Digitizing of research collections of the Zoological Institute is performed within the framework of RFBR №15-29-02457 (competition of oriented basic research on important interdisciplinary themes 2015) «The collections of the Zoological Institute as an important tool and information basis of fundamental biological research» (project leader Dr. N.B. Ananjeva).",,,,http://www.zin.ru/collections/Lepidoptera/,,,"{""data access"": ""http://ipt.zin.ru:8080/ipt/archive.do?r=zin_cosmopterigidae"", ""data format"": ""DWCA"", ""import frequency"": 7, ""NOMENCLATURAL_CODE"": ""ZOOLOGICAL""}",,"(,""Sergey (Zoological Institute RAS)"",Sinev,,,,,,,,,)","{""(,\""Sergey (Zoological Institute RAS)\"",Sinev,,,,,,,,,)"",""(,\""Alexey (Zoological Institute RAS)\"",Golikov,,,,,,,,,)"",""(,\""Roman (Zoological Institute RAS)\"",Khalikov,,,,,,,,,)""}",,,
2025,TAXONOMIC,8dc469b3-8e61-4f6f-b9db-c70dbbc8858c,,,,,,EXTERNAL,ION Taxonomic Hierarchy,,,,,,,,,"{""data access"": ""https://raw.githubusercontent.com/mdoering/ion-taxonomic-hierarchy/master/classification.tsv"", ""data format"": ""DWCA"", ""import frequency"": 7}",,"(,,,,,,,,,,,)",,,,
2026,TAXONOMIC,90d9e8a6-0ce1-472d-b682-3451095dbc5a,,,2016-09-09,,,EXTERNAL,Fauna Europaea,FaEu,The Fauna Europaea project (EVR1-1999-20001) has been funded by the European Commission for a period of four years (1 March 2000 - 1 March 2004) within the Fifth Framework Programme (5FP). Fauna Europaea has assembled a database of the scientific names and distribution of all living multicellular European land and fresh-water animals.,,,,http://www.faunaeur.org/,,,"{""data access"": ""http://rs.gbif.org/datasets/fauna_europaea.tar.gz"", ""data format"": ""dwca"", ""import frequency"": 30, ""nomenclatural code"": ""zoological""}",,"(,Yde,""de Jong"",,,,,,,""Yde De Jong <yjong@uva.nl>"",,)","{""(,Yde,\""de Jong\"",,,,,,,\""Yde De Jong <yjong@uva.nl>\"",,)""}",{},,
2027,TAXONOMIC,96dfd141-7bca-4f82-9325-4420d24e0793,,,,,,EXTERNAL,Spinnengids,,,,,,,,,"{""data access"": ""http://plazi.cs.umb.edu/GgServer/dwca/49CC45D6B497E6D97BDDF3C0D38289E2.zip"", ""data format"": ""DWCA"", ""import frequency"": 7, ""NOMENCLATURAL_CODE"": ""ZOOLOGICAL""}",,"(,,,,,,,,,,,)",,,,
2029,TAXONOMIC,a43ec6d8-7b8a-4868-ad74-56b824c75698,,,2017-02-01,,,EXTERNAL,"A list of the terrestrial fungi, flora and fauna of Madeira and Selvagens archipelagos",,"This checklist includes, as rigorously as possible, all the known terrestrial and freshwater, i.e. insular, fungi, plants and animals of the Madeira and Selvagens archipelagos with the indication of their known presence on the islands of Madeira, Porto Santo, Desertas and Selvagens. It results from the collaborative work of many taxonomists from different Portuguese and foreign institutions (about 90 taxonomists), under the editorial coordination of the Azorean Biodiversity Group (http://www.gba.uac.pt). The total estimated number of terrestrial species and subspecies in the Madeira and Selvagens archipelagos was about 7,571 (7,452 species and 421 subspecies). Fungi and plants represent about 42% of the terrestrial diversity. However, animals dominate, arthropods being the majority (51%) of all recorded taxa. The total number of endemic species and subspecies from the Madeira and Selvagens archipelagos is about 1,419 (1,286 species and 182 subspecies), which represents 19% of the overall species diversity. The animal Phyla are the most diverse in endemic taxa, namely Mollusca (210) and Arthropoda (979), comprising about 84% of the Madeiran endemics. The percentage of endemism within Mollusca is particularly remarkable, reaching 71%. Within vascular plants there are 154 endemic species and subspecies (13% of the overall plant species diversity) while the remaining higher taxonomic groups are less diverse in terms of endemic forms: Fungi – 36 (5%); Lichens – 12 (2%); Bryophytes – 11 (2%); vertebrates 15 (24%).",,,,http://islandlab.uac.pt/fotos/publicacoes/publicacoes_Listagem%20dMadeira%20e%20Selvagens.pdf,,,"{""data access"": ""http://ipt.gbif.pt/ipt/archive.do?r=uac_checklist_madeira"", ""data format"": ""dwca"", ""import frequency"": 7}",,"(,""Paulo (Universidade dos Açores)"",Borges,,,,,,,,,)","{""(,\""Paulo (Universidade dos Açores)\"",Borges,,,,,,,,,)""}",,,
2030,TAXONOMIC,a6c6cead-b5ce-4a4e-8cf5-1542ba708dec,,,2019-12-04,,,EXTERNAL,Artsnavnebasen,,"Artsnavnebasen (the Species Nomenclature Database) aims to compile a complete list of all existing species in Norway, and also contains names of species not found in Norway but present in Norwegian museum collections and herbaria.",,,,http://www2.artsdatabanken.no/artsnavn/Contentpages/Hjem.aspx,,,"{""data access"": ""https://ipt.gbif.no/archive.do?r=artsnavn"", ""data format"": ""dwca"", ""import frequency"": 7}",,"(,,""Norwegian Biodiversity Information Centre"",,,,,,,,,)","{""(,,\""Norwegian Biodiversity Information Centre\"",,,,,,,,,)""}",,,
2031,TAXONOMIC,aacd816d-662c-49d2-ad1a-97e66e2a2908,,,2019-12-11,,,EXTERNAL,Brazilian Flora 2020 project - Projeto Flora do Brasil 2020,,"In 2010, Brazil published the Catalog of Plants and Fungi of Brazil and launched the first online version of the List of Species of the Brazilian Flora, meeting Target 1 of the Global Strategy for Plant Conservation (GSPC-CBD). This botanical milestone was only achieved due to the commitment of more than 400 Brazilians and foreign taxonomists who worked on a platform where information about our flora was included and disseminated in real time. The""Brazilian List"", as it was popularly known, closed in November 2015 with the publication of five papers and their respective databases (see Download as above) dealing with the different groups of fungi and plants. We enthusiastically present, in 2016, the brand new system that houses the Brazilian Flora 2020 project, aiming to achieve Target 1 established for 2020 by the GSPC-CBD. This new project icludes provisions to include descriptions, identification keys and illustrations to all species of plants, algae and fungi known in the country. The Brazilian Flora 2020 project is part of the Reflora Programme and is being conducted with the support of the Sistema de Informação sobre a Biodiversidade Brasileira (SiBBr). At the moment has nearly 700 scientists working in a network to prepare the monographs. These researchers are also responsible for nomenclatural information and geographic distribution (coverage in Brazil, endemism and biomes), as well as valuable data regarding life forms, substrate and vegetation types for each species. The search results on this page include information on endangered species (thanks to the cooperation with the Centro Nacional de Conservação da Flora) and allow access to the Index Herbariorum (due to the collaboration of The New York Botanical Garden). Besides this information, users can also access images ofherbarium specimens, including nomenclatural types, from both the Reflora Virtual Herbarium and INCT Virtual Herbarium of Flora and Fungi; as well as images of live plants and scientific illustrations with all images included by the experts in each group. To date (2018-02-06), 46485 species are recognized for Brazil's flora: 4754 Algae, 33087 Angiosperms, 1567 Bryophytes, 5718 Fungi, 30 Gymnosperms and 1329 Ferns and Lycophytes.",,,,http://floradobrasil.jbrj.gov.br/,,,"{""data access"": ""http://ipt.jbrj.gov.br/jbrj/archive.do?r=lista_especies_flora_brasil"", ""data format"": ""dwca"", ""import frequency"": 7, ""nomenclatural code"": ""botanical""}",,"(,""Group (REFLORA Program)"",""Brazil Flora"",,,,,,,,,)","{""(,\""Group (REFLORA Program)\"",\""Brazil Flora\"",,,,,,,,,)""}",,,
2032,OTHER,b267ac9b-6516-458e-bea7-7643842187f7,,,2019-11-16,,,EXTERNAL,"Catalogue of the type specimens of Polycestinae (Coleoptera: Buprestidae) from research collections of the Zoological Institute, Russian Academy of Sciences",,"The Catalogue includes the images of dorsal views of the beetles and labels, label and collection data, maps showing type localities, and references to original descriptions for primary types of 64 species and subspecies of the buprestid-beetles of the subfamily Polycestinae Lacordaire, 1857 (Coleoptera: Buprestoidea: Buprestidae); for some type specimens additional details, among them genital structures, are given as well. Almost all of them belong to the genera Acmaeodera Eshchshcholz, 1829 (20), Microacmaeodera Cobos, 1966 (1), Xantheremia Volkovitsh, 1979 (5), and Acmaeoderella Cobos, 1955 (36) from the largest polycestine tribe Acmaeoderini Kerremans, 1893; only 2 holotypes belong to the species of the genus Polycesta Dejean, 1833 from the nominotypic tribe Polycestini.
A polycestine collection is a part of general world-wide collection of the buprestid- or jewel-beetles (Elateriformia: Buprestoidea: Buprestidae) deposited in the Coleoptera Department of the Laboratory of Insect Taxonomy of the Zoological Institute RAS. Polycestine part is housed in the 38 standard wooden drawers with glass lids from about 300 drawers in 4 wooden cabinets occupied by general bupresid collection. It comprises above 13000 pinned, labelled and mostly identified specimens belonging to 12 tribes, 49 genera, and about 650 species (totally, 13 tribes, 49 genera, and about 1250 species world-wide; 92 %, 60 %, and nearly 52 % respectively) [29]. The bulk of the polycestine collection, approximately 520 species from 12 genera, consists of representatives of the most speciose tribe Acmaeoderini Kerremans, 1893 (above 700 species from 15 genera world-wide). Collection also includes about 1700 microslides of genitalia fixed in gelatin-glycerol gel, and nearly 500 double microslides of larval structures (one with mouth-parts, and another with exuvium and proventriculus) fixed in Faure-Berlese fluid (about 80 species from 23 genera and 12 tribes; the species of Acmaeoderini are predominate group). Microslides are kept on the special trays within cardboard boxes separately from general collection.
Polycestine collection comprises mostly Palaearctic taxa (primarily from the former Russian Empire and Soviet Union and adjacent countries), as well as Oriental, Nearctic, Neotropical, and, to a lesser extent, Afrotropical and Australian taxa. In the XIX – early XX century it has grown rapidly due to extensive materials collected by expeditions of E. Ménétriés (Brasil, Trancaucasia), P.K. Kozlov and G.E. Groom-Grzhimailo (Central Asia), D.K. Glazunov and A.P. Fedtschenko (Turkestan), N.A. Zarudnyi (Persia, Turkestan) and other famous voyagers. Numerous polycestine species have been received from foreign entomologists and insect dealers – O. Staudinger, H. Leder, and E. Reitter. Throughout the ХХ century, the collection have been enriched significantly by the materials of numerous collecting trips of Zoological Museum / Institute staff to Central Asia, the Transcaucasia, Mongolia and Vietnam; at the end of XX – beginning of XXI centuries the geography of these trips greatly expanded. Many new and rare species from Afghanistan and Vietnam were contributed to collection by the famous geologist and scarabaeid expert O.N. Kabakov as a gift. Extremely abundant and valuable polycestine species have been collected by the author during his numerous expeditions to the Middle Asia and Transcaucasia (1973–1993), and later to Mexico, Israel, Turkey, Canary Islands (Tenerife), Nepal, and China. A great number of species originated from the private collections belonged to Grand Duchess Elena Pavlovna, A.P. Semenov-Tian-Shansky, and much later, V.N. Stepanov, O.N. Kabakov, A.V. Alexeev, and others. Numerous world-wide polycestine taxa including the paratypes of new species have been received in exchange or as a gift from G. Novak and W. Barries (Austria), J. Obenberger, S. Bílý, P. Kabatek, V. Kubáň, S. Prepsl, P. Svoboda (Czech Republic), A. Descarpentries (France), M. Hornburg, S. Gottwald, H. Mühle, P. Brandl, M. Niehuis (Germany), D. Baiocchi, D. Gianasso, M. Gigli (Italy), K. Akiyama, Y. Kurosawa, S. Ohmomo (Japan), E. Holm (South Africa), E. Jendek (Slovakia), A. Cobos (Spain), W. Kronblad (Sweden), W. Barr, C. Bellamy, G. Nelson, S. Wellso, R. Westcott, N. Woodley (USA), and many other buprestid experts and amateurs. The collection has been also enriched greatly with the doublet specimens of the species submitted for the determination by the applied entomologists and amateur collectors world-wide.
Maintenance of the general collection, mounting and identification of the material have been performed by the preparators and researchers E. Ménétriés, C. Mannerheim, A.F. Morawitz, V.I. Motschulsky, A.P. Semenov-Tian-Shansky, G.G. Jacobson, F.K. Lukjanovitsh, A.A. Richter, L.V. Arnoldi, A.V. Alexeev, M.Y. Kalashian, M.G. Volkovitsh. General collection comprises the primary types (holotypes, lectotypes and one neotype) of 64 species and subspecies of Polycestinae (synonyms included) represented in a great part by the Acmaeoderini species, as well as the secondary types (paratypes, paralectotypes, and syntypes) of 138 species and subspecies. Primary types belong chiefly to the species described by E. Ménétriés [1–2], A.P. Semenov-Tian-Shansky [3–8], V.N. Stepanov [9–10], M.G. Volkovitsh [11–28, 30], and some other specialists. Among the secondary types, besides above mentioned authors, the taxa described by other famous coleopterologists and buprestid experts such as C. Mannerheim, E. Reitter, J. Obenberger, A. Cobos, A. Descarpentries, W. Barr, G. Nelson, S. Bílý, C. Bellamy, R. Westcott, and E. Holm are widely represented.
Digitizing of research collections of the Zoological Institute is performed within the framework of RFBR №15-29-02457 (competition of oriented basic research on important interdisciplinary themes 2015) «The collections of the Zoological Institute as an important tool and information basis of fundamental biological research» (project leader Dr. N.B. Ananjeva). Special thanks to A.V. Kovalev for the imaging of dorsal views of the beetles.",,,,http://www.zin.ru/collections/Coleoptera/,,,"{""data access"": ""http://ipt.zin.ru:8080/ipt/archive.do?r=zin_polycestinae"", ""data format"": ""DWCA"", ""import frequency"": 7, ""NOMENCLATURAL_CODE"": ""ZOOLOGICAL""}",,"(,""Mark (Zoological Institute RAS)"",Volkovitsh,,,,,,,,,)","{""(,\""Mark (Zoological Institute RAS)\"",Volkovitsh,,,,,,,,,)"",""(,\""Alexey (Zoological Institute RAS)\"",Golikov,,,,,,,,,)"",""(,\""Roman (Zoological Institute RAS)\"",Khalikov,,,,,,,,,)""}",,,
2033,TAXONOMIC,bd25fbf7-278f-41d6-bc17-9f08f2632f70,,,2014-10-14,,,EXTERNAL,"True Fruit Flies (Diptera, Tephritidae) of the Afrotropical Region",,"This checklist covers all relevant information of the major dacine fruit fly genera of Africa.Initially established under the ENBI project, it provides a list current taxonomic status of species involved, as well as synonymy.Limitations of scope: the pilot study is focusing on a group of Afrotropical fruit flies only. Reason is that, over the last decade years several projects have focused on this group (cf. above) and that a mass of specimen related data are available. Afrotropical is used here in the biogeographical sense, hence the region below of the Sahara dessert. However, some additional records from northern Africa and the Middle East are included but not as exhaustive as those for the true Afrotropical region.",,,,http://projects.bebif.be/fruitfly/index.html,,,"{""data access"": ""http://ipt.biodiversity.be/archive.do?r=mrac_fruitfly_checklist"", ""data format"": ""dwca"", ""import frequency"": 7, ""nomenclatural code"": ""zoological""}",,"(,""Marc (Royal Museum for Central Africa)"",""de Meyer"",,,,,,,,,)","{""(,\""Marc (Royal Museum for Central Africa)\"",\""de Meyer\"",,,,,,,,,)""}",,,
2034,NOMENCLATURAL,bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598,,,,,,EXTERNAL,Index Fungorum,,,,,,,,,"{""data access"": ""http://rs.gbif.org/datasets/index_fungorum.zip"", ""data format"": ""dwca"", ""import frequency"": 7, ""nomenclatural code"": ""botanical""}",,"(,,,,,,,,,,,)",,,,
2035,TAXONOMIC,c33ce2f2-c3cc-43a5-a380-fe4526d63650,,,2018-05-15,,,EXTERNAL,The Paleobiology Database,,"The Paleobiology Database is a public database of paleontological data that anyone can use, maintained by an international non-governmental group of paleontologists. Fossil occurrences from scientific publications are added to the database by our contributing members. Thanks to our membership, which includes nearly 400 scientists from over 130 institutions in 24 countries, the Paleobiology Database is able to provide scientists and the public with information about the fossil record.",,,,https://paleobiodb.org/,,,"{""data access"": ""http://rs.gbif.org/datasets/pbdb.zip"", ""data format"": ""DWCA"", ""import frequency"": 7}",,"(,,,,,,,,,,,)","{""(,The,\""Paleobiology Database\"",,,,,,,,,)""}",,,
2036,TAXONOMIC,c696e5ee-9088-4d11-bdae-ab88daffab78,,,,,,EXTERNAL,"IOC World Bird List, v8.1",,"The IOC World Bird List is an open access resource of the international community of ornithologists. Our goal is to facilitate worldwide communication in ornithology and conservation based on an up-to-date classification of world birds and a set of English names that follows explicit guidelines for spelling and construction (Gill& Wright 2006). To keep up with the active industry of taxonomic revisions, the IOC editorial team and advisors update the web-based list quarterly. The updates include changes of recommended names or classification, additions of newly described species, corrections of nomenclature, and updates of species taxonomy. The IOC World Bird List complements three other primary world bird lists that differ slightly in their primary goals and taxonomic philosophy, i.e. The Clements Checklist of the Birds of the World, The Howard & Moore Complete Checklist of the Birds of the World, 4th Edition, and HBW Alive/Bird Life International. Improved alignment of these independent taxonomic works is a goal of the newly structured International Ornithologists Union, including a Round Table discussion at the 2018 meeting in Vancouver, British Columbia. Special thanks always to our expert advisors (left panel), to Sally Conyne for compiling Ranges, to Eng-Li Green for website management, to Larry Master and Colin Campbell for photos, to Peter Kovalik for spreadsheet magic, and to all volunteer participants. We welcome your corrections and your suggestions for improvement. You can reach us at worldbirdnames@gmail.com.",,,,http://www.worldbirdnames.org,,,"{""data access"": ""http://rs.gbif.org/datasets/ioc.zip"", ""data format"": ""dwca"", ""import frequency"": 7, ""nomenclatural code"": ""zoological""}",,"(,,,,,,,,,,,)","{""(,,\""IOC World Bird List\"",,,,,,,,,)""}",,,
2037,NOMENCLATURAL,,,CC0,2019-11-18,,0,EXTERNAL,ZooBank,ZooBank,Nomenclatural records in ZooBank,,,,http://zoobank.org,,,"{""data access"": ""http://zoobank.org:8080/ipt/archive.do?r=zoobank"", ""data format"": ""dwca"", ""import frequency"": 7, ""nomenclatural code"": ""zoological""}",,"(,Richard,Pyle,,,,,,,deepreef@bishopmuseum.org,,)","{""(,Richard,Pyle,,,,,,,deepreef@bishopmuseum.org,,)""}",{},,
2038,TAXONOMIC,,,CC_BY,2016-09-09,,0,EXTERNAL,Fauna Europaea - Lepidoptera,FaEuLep,"All Lepidoptera from the Fauna Europaea project, which has assembled a database of the scientific names and distribution of all living multicellular European land and fresh-water animals.",,,,http://www.faunaeur.org/,,,"{""data access"": ""http://rs.gbif.org/datasets/fauna_europaea-lepidoptera.tar.gz"", ""data format"": ""dwca"", ""import frequency"": 30, ""nomenclatural code"": ""zoological""}",,"(,Markus,Döring,,,,,,,mdoering@gbif.org,,)","{""(,Yde,\""de Jong\"",,,,,,,yjong@uva.nl,,)""}",{},,
2039,TAXONOMIC,,,CC_BY,,,0,EXTERNAL,The Plant List with literature,TPL,"This dataset is a derivative work under the ""Terms of Use for The Plant List"" http://www.theplantlist.org/1.1/terms/ that (a) converts The Plant List version 1.1 CSV files into a Darwin Core Archive, and (b) adds identifiers (e.g., DOIs) and complete bibliographic details to the original citations for many of the plant names.
The Plant List http://www.theplantlist.org/ is a working list of all known plant species. Version 1.1, released in September 2013, aims to be comprehensive for species of Vascular plant (flowering plants, conifers, ferns and their allies) and of Bryophytes (mosses and liverworts). It does not include algae or fungi. Version 1.1 contains 1,293,685 scientific plant names of which 350,699 are accepted species names. It includes no vernacular or common plant names.",,,,http://www.theplantlist.org/,,,"{""data access"": ""https://zenodo.org/record/1194673/files/dwca.zip"", ""data format"": ""dwca"", ""import frequency"": 7, ""nomenclatural code"": ""botanical""}",,"(,,,,,,,,,,,)","{""(,\""(University of Glasgow)\"",\""Roderic D. M. Page\"",,,,,,,,,)""}",{},,
2040,TAXONOMIC,da38f103-4410-43d1-b716-ea6b1b92bbac,,,2016-07-06,,,EXTERNAL,Catalogue of Afrotropical Bees,,"The purpose of this catalogue is to list the valid names, nomenclatorial history of, and references citing, the described bees of sub-saharan Africa and the western Indian Ocean islands, excluding the honey bee (Apis mellifera Linnaeus). The countries in which species occur are listed, as well as the type specimens/species of species/genera. Some ecological information is provided, namely flowers visited, plants used as nests, parasitic bees and host bees.",,,,,,,"{""data access"": ""http://ipt.saiab.ac.za/archive.do?r=catalogueofafrotropicalbees"", ""data format"": ""dwca"", ""import frequency"": 7, ""nomenclatural code"": ""zoological""}",,"(,""Willem (South African Institute for Aquatic Biodiversity)"",Coetzer,,,,,,,,,)","{""(,\""Connal (Agricultural Research Council)\"",Eardley,,,,,,,,,)""}",,,
