id	wikidata	ipni	zoobank	formerIds	family	given	suffix	born	died	activeFrom	activeTo	groups	source
wd:Q21338768	Q21338768		E3984CC0-3AB0-451C-92A0-E7C8461527DC		Borkent	Art		1953					wikidata
wd:Q21338769	Q21338769					Bernard		1902	1946				wikidata
wd:Q21338770	Q21338770	24619-1			Patwardhan	Parashuram Gangadhar		1935	2006			Fungi	ipni
wd:Q21338772	Q21338772				Burrowes	Patricia		1961					wikidata
wd:Q21338773	Q21338773	20002330-1			Poonyth	Asha D.				2000	2000	Fungi	ipni
wd:Q21338774	Q21338774	25435-1			Redinger	Karl Martin		1907	1940			Plants|Algae|Fungi	ipni
wd:Q21338775	Q21338775		CE520768-FBAB-483D-A868-A79FFB70BA49			Marlon							wikidata
wd:Q21338776	Q21338776		85717397-A97D-4A52-83A5-3A62645352FA			Javier							wikidata
wd:Q21338777	Q21338777	2903-1			Freytag	George Frederick		1928	2011			Angiosperms|Gymnosperms	ipni
wd:Q21338780	Q21338780												wikidata
wd:Q21338781	Q21338781		7DD664DC-18AB-401A-B1CB-08AA6CB99149		Núñez	Rayner							wikidata
wd:Q21338782	Q21338782	16750-1			Burt-Utley	Kathleen		1944				Angiosperms|Gymnosperms	ipni
wd:Q21338783	Q21338783		1ED46CA1-3893-4EE0-9E0D-FB572E64A53C			Bertrand		1948					wikidata
wd:Q21338784	Q21338784	20007488-2			Delahoussaye	Alphe James		1938				Angiosperms|Gymnosperms	ipni
wd:Q21338785	Q21338785	11009-1			Utley	John F.		1944				Angiosperms|Gymnosperms	ipni
wd:Q21338786	Q21338786		F2F59624-0A02-4C34-9AB4-52541E74F72F		Benedicty	Zsuzsanna							wikidata
wd:Q21338791	Q21338791		FB6142F1-8B54-4C58-A0B3-55940203E297			Magali							wikidata
wd:Q21338793	Q21338793												wikidata
wd:Q21338797	Q21338797		8518B27A-C429-4C11-BC68-C777BBF6B3D7		Sakakibara	Albino Morimasa		1941					wikidata
wd:Q21338798	Q21338798		5FD2079F-52BF-41F4-8C88-70593E306DA0		García	Mario							wikidata
wd:Q21338799	Q21338799	35170-1			Lücking	Robert		1964		1991	1991	Plants|Fungi	ipni
wd:Q21338802	Q21338802	17209-1			Choisy	Maurice Gustave Benoit		1897	1966			Fungi	ipni
wd:Q21338805	Q21338805		0DA7A784-0EC6-485E-9C52-9F971A50CAEC		Grosjean	Stéphane							wikidata
wd:Q21338806	Q21338806		F2516C0F-C5D5-41A1-9658-87BE28D6EB30		Sieg	Jürgen		1946	1996				wikidata
wd:Q21338807	Q21338807		97E12F0E-3987-4405-8432-40166A585DFC		McKaye	Kenneth							wikidata
wd:Q21338808	Q21338808	19825-1			Hafellner	Joseph		1951				Plants|Fungi	ipni
wd:Q21338809	Q21338809				Lavilla	Esteban							wikidata
wd:Q21338812	Q21338812	20003583-1			Werner	Birgit				1995	1995	Fungi	ipni
wd:Q21338813	Q21338813				Leviton	Alan Edward		1930				Chordates	wikidata
wd:Q21338814	Q21338814		FFF6A07E-D889-42E9-BF34-A1080AA1411C		Alencar	Aline							wikidata
wd:Q21338815	Q21338815		8AEDBD15-E91A-42C2-9689-38150FBCC92F					1937					wikidata
wd:Q21338816	Q21338816		87E250D9-9A17-4E97-8D3B-E8A72F1DEB24			Birgit							wikidata
wd:Q21338817	Q21338817		967F9EC7-D05E-40E6-843E-CB4ADFF07B1A			Bruno							wikidata
wd:Q21338821	Q21338821		C053AFDE-D221-4BE1-9B0A-30307A67D4C0		Bray	Rodney Alan		1944				Animals	wikidata
wd:Q21338822	Q21338822	10385-1			Tagg	Harry Frank		1874	1933			Angiosperms|Gymnosperms	ipni
wd:Q21338823	Q21338823		9AAC6652-EE56-40BC-9DDF-BD35766FCF27			Klaus							wikidata
wd:Q21338824	Q21338824		54826180-1CED-461D-8E04-D7D321E3FFA6			Nils		1965					wikidata
wd:Q21338825	Q21338825	27590-1			Tehler	Anders Gunnar		1947				Fungi	ipni
wd:Q21338828	Q21338828		946AEF2F-7A72-4CF6-82A2-0BC67D32B0DF		Chaboo	Caroline							wikidata
wd:Q21338830	Q21338830		6DCDAA26-7325-4150-A1E0-B204938926D1		Moura	Luciano							wikidata
wd:Q21338831	Q21338831					Paul							wikidata
wd:Q21338832	Q21338832	20002311-1			Marbach	Bernhard				2000	2000	Fungi	ipni
wd:Q21338833	Q21338833	24225-1			O'Reilly	T.				1983	1983	Angiosperms|Gymnosperms	ipni
wd:Q21338835	Q21338835		D9BD0CBF-68E5-4F24-AB56-BA5FA8F4D192		Coad	Brian							wikidata
wd:Q21338836	Q21338836	20002201-1			Trinkaus	Ulrike				2001	2001	Fungi	ipni
wd:Q21338837	Q21338837	21207-1			Karegeannes	Carrie E.		1923	2013			Angiosperms|Gymnosperms	ipni
wd:Q21338838	Q21338838		0983DBAB-2F7E-477E-9138-63CED74455D3		Chakrabarty	Prosanta		1978				Chordates	wikidata
wd:Q21338840	Q21338840	27435-1			Szatala	Ödön		1889	1958			Fungi	ipni
wd:Q21338841	Q21338841		7E800C07-92CD-451E-9509-446E6AB269F9			Rüdiger							wikidata
wd:Q21338843	Q21338843		44F98D55-A05B-4258-8E74-420459C7D893			Ana		1966					wikidata
wd:Q21338844	Q21338844		E6528575-CBE1-4F91-A9C2-4785C8733796		Watling	Leslie Edward		1945					wikidata
wd:Q21338845	Q21338845	20011055-1			Smith	Selena Y.		2000		2004	2004	Plants|Fungi	ipni
wd:Q21338846	Q21338846	26236-1			Schauer	Thomas		1938				Bryophytes|Fungi	ipni
wd:Q21338847	Q21338847		7CCD166F-F1FA-43DA-B582-4E84EAF59AD1		Van Noort	Simon		2000					wikidata
wd:Q21338849	Q21338849		297B7D26-81B1-4CF5-AA21-FA8F1A174BC8										wikidata
wd:Q21338851	Q21338851		D555AF8D-8824-43DC-805E-8B5DDF90A92F		Vari	Richard		1949	2016				wikidata
wd:Q21338852	Q21338852		50E5ACF3-803D-4CFD-9687-1594E876975D		Doti	Brenda Lía							wikidata
wd:Q21338853	Q21338853		1EA41402-C917-4909-826D-F8FC8BF91B96		Urban			1933					wikidata
wd:Q21338854	Q21338854	18951-1			Fraser	Lilian Ross		1908	1987			Angiosperms|Gymnosperms|Fungi	ipni
wd:Q21338855	Q21338855		692FF935-AA4C-4496-9A32-C0A4D9C20503			Denis		1951					wikidata
wd:Q21338856	Q21338856	25593-1			Riehmer	Ernst		1874	1966			Bryophytes|Fungi	ipni
wd:Q21338859	Q21338859	16757-1			Buschardt	Arthur		1935				Fungi	ipni
wd:Q21338861	Q21338861				Gorokhov/Horokhov	Andrey		1952					wikidata
wd:Q21338862	Q21338862		2D9D296C-7489-4967-82E6-CCEF40CA01D4			Emma		1937					wikidata
wd:Q21338863	Q21338863		AF906C2C-E711-47C2-B707-F4CA900D8C96		Canedo	Clarissa							wikidata
wd:Q21338864	Q21338864	272-1			Arnaud	Gabriel		1882	1957			Fungi	ipni
wd:Q21338865	Q21338865		BB92B548-DB37-4575-A325-943BFF8A272E		Hubbs	Clark		1921	2008			Animals|Chordates	wikidata
wd:Q21338867	Q21338867	19944-1			Hansford	Clifford Gerald		1900	1966			Fungi	ipni
wd:Q21338870	Q21338870		B86400E5-A0DB-43D6-BEA4-04150DEBD081		Cervera	Juan Lucas							wikidata
wd:Q21338871	Q21338871	30808-1			Alstrup	Vagn		1944	2015			Fungi	ipni
wd:Q21338872	Q21338872					Gordon Jon							wikidata
wd:Q21338874	Q21338874	31134-1			Babcock	C.E.				1987	1987	Fungi	ipni
wd:Q21338875	Q21338875		2D362DC0-2CC3-42F5-A726-3104291BBED7		Mauriès	Jean-Paul							wikidata
wd:Q21338876	Q21338876					Stephen							wikidata
wd:Q21338878	Q21338878	22272-1			Lettau	Georg		1878	1951			Fungi	ipni
wd:Q21338881	Q21338881	20034842-1			Baloch	Elisabeth				2009	2009	Fungi	ipni
wd:Q21338882	Q21338882	20662-1	07CD88D7-690F-451B-B4C4-7D7AAD2CCFB8		Hyde	Kevin		1955				Plants|Fungi	wikidata
wd:Q21338884	Q21338884		83322304-B8FC-4DA8-BC31-023B461B2BDD		Bowers	Nancy Jean							wikidata
wd:Q21338886	Q21338886		58DD5B1D-2A8E-4504-B427-6A6E18E87498		Cavichioli	Rodney							wikidata
wd:Q21338888	Q21338888				Meyer	Manfred K.							wikidata
wd:Q21338889	Q21338889	20002837-1			Redecker	Dirk				2000	2000	Fungi	ipni
wd:Q21338890	Q21338890		B4F3AAC7-28C2-4F9E-B055-7E772EB7A522										wikidata
wd:Q21338891	Q21338891	16961-1			Cash	Edith Katherine		1890	1992			Fungi	ipni
wd:Q21338892	Q21338892	27046-1			Spain	Joyce Lance				1984	1984	Fungi	ipni
wd:Q21338893	Q21338893		D2FA6A09-F4DB-4456-B4BE-F1688AA0F988										wikidata
wd:Q21338895	Q21338895	26733-1			Sieverding	Ewald		1939		1984	1984	Fungi	ipni
wd:Q21338899	Q21338899	26250-1			Schenck	Norman Carl		1928				Fungi	ipni
wd:Q21338901	Q21338901		4A631E45-4A3D-41FA-9496-49BCC252D0C3		San Martín 07	Guillermo		1955					wikidata
wd:Q21338902	Q21338902	16183-1			Błaszkowski	Janusz		1954	1987			Fungi	ipni
wd:Q21338903	Q21338903		891B8008-BA0E-41ED-A850-9FE872C521A9		Godoy	Carolina							wikidata
wd:Q21338904	Q21338904		D2082181-C1AC-4D96-B1B2-B036B522A20A		Lim	Kelvin							wikidata
wd:Q21338907	Q21338907	21654-1			Koske	Richard E.				1972	1972	Fungi	ipni
wd:Q21338908	Q21338908		37ED0C2D-AC95-475A-BF41-D5D4524714D0		DeLong	Dwight Moore		1892	1984				wikidata
wd:Q21338910	Q21338910	15715-1			Kramadibrata	Kartini		1952				Fungi	ipni
wd:Q21338911	Q21338911		82FCB86C-54B4-456A-AE5E-D7847D271CB9		Dietrich	Christopher							wikidata
wd:Q21338912	Q21338912	20015498-1			Louzada	Rafael Batista				2008	2008	Plants|Angiosperms|Gymnosperms|Fungi	ipni
wd:Q21338913	Q21338913				Kramer	James P.		1928	2011				wikidata
wd:Q21338915	Q21338915	20002839-1			Stürmer	Sidney L.				1999	1999	Fungi	ipni
wd:Q21338917	Q21338917	20003403-1			Owe-Larsson	Björn		1959				Fungi	ipni
wd:Q21338918	Q21338918	39035-1			Zhang	Gui Yun				1997	1997	Fungi	ipni
wd:Q21338919	Q21338919		BC7ED6C1-61AE-4975-8506-5D40960A96B4		Masumoto	Masami							wikidata
wd:Q21338920	Q21338920				Schmid	Fernand		1924	1998				wikidata
wd:Q21338921	Q21338921	22824-1			Malloch	David Warren		1940				Fungi	ipni
wd:Q21338922	Q21338922	20035886-1	9B9D901F-D6C8-4BCA-B11B-CF6EE85B16DC		Enghoff	Henrik		1948		2014	2014	Fungi|Animals	wikidata
wd:Q21338924	Q21338924		C1874B1D-D7B1-4C59-A6DA-EB1DBC58C533		Sengupta	S.							wikidata
wd:Q21338925	Q21338925	1351-1			Cain	Roy Franklin		1906	1998			Fungi	ipni
wd:Q21338928	Q21338928					Efrem							wikidata
wd:Q21338929	Q21338929	23683-1			Mouchacca	Jean				1971	1971	Fungi	ipni
wd:Q21338930	Q21338930				Strouhal	Hans		1897	1969				wikidata
wd:Q21338931	Q21338931		78383404-FF9F-46EA-A1AE-ACF3613E1D69			Ladislav		1961				Animals|Insects	wikidata
wd:Q21338932	Q21338932		25A70BD0-DA98-4A95-8B8A-361DBE289C6A		Carnevale	Giorgio							wikidata
wd:Q21338933	Q21338933		0D5E966A-DD28-46A6-84E8-EC6538BA90CC		de Lima	Flávio César Thadeo							wikidata
wd:Q21338935	Q21338935				Stuebing	Robert Butler		1946					wikidata
wd:Q21338937	Q21338937		19C13638-09AB-415F-8000-B2782DBD3536			Luiz Roberto							wikidata
wd:Q21338939	Q21338939	28460-1			Vouaux	Léon		1870	1914			Fungi	ipni
wd:Q21338940	Q21338940		87D6F91C-542C-45D4-8E5F-9B02CAA86424		Geiser	Michael		1985					wikidata
wd:Q21338941	Q21338941		B001CD6C-9150-45EF-B0CC-8EC474EEA16B		Mary	Nathalie							wikidata
wd:Q21338943	Q21338943	17419-1			Coppins	Brian John		1949				Fungi	ipni
wd:Q21338944	Q21338944		23AF5705-BF88-4ECC-9665-2B171DBDEEC0										wikidata
wd:Q21338945	Q21338945	22520-1			Looman	Jan		1919	1991			Fungi	ipni
wd:Q21338946	Q21338946	17002-1			Cavalcanti	Wlandemir de Albuquerque				1967		Fungi	ipni
wd:Q21338947	Q21338947		D8A75B9E-9652-4DCC-B3D2-B0B3D6794445		Franz	Nico		2000					wikidata
wd:Q21338948	Q21338948		8E40859B-B83A-4C45-9B03-B3F56E861DE1		Blahnik	Roger							wikidata
wd:Q21338949	Q21338949	3430-1			Grummann	Vitus Johannes		1899	1967			Fungi	ipni
wd:Q21338950	Q21338950				Mlynarek	Julia							wikidata
wd:Q21338952	Q21338952				Denning	Donald		1909	1988				wikidata
wd:Q21338954	Q21338954		992F1D56-7F94-43D3-9B4D-3E1AF52BA517		Gusarov/Husarov	Vladimir							wikidata
wd:Q21338955	Q21338955		EA7A21FC-EA6A-4497-B88C-9ABBC4E044A6		Robertson	Desiree							wikidata
wd:Q21338956	Q21338956	18187-1			Dozy	Frans (François)		1807	1856			Bryophytes|Fungi	ipni
wd:Q21338957	Q21338957		A45947A3-063D-4E7B-AA18-3BACE2648CCD										wikidata
wd:Q21338960	Q21338960	21141-1			Kalb	Klaus		1942				Plants|Fungi	ipni
wd:Q21338962	Q21338962		2002EE63-B7DD-46AC-9614-77B73C58976C			Aysha							wikidata
wd:Q21338963	Q21338963		EC98F798-4167-436E-BE79-FB50F8733EC5			Günther		1940					wikidata
wd:Q21338964	Q21338964		2C097590-61EE-447A-BB26-C800D218FD9D			Luci							wikidata
wd:Q21338965	Q21338965		24BA85AE-1266-494F-9DE5-EEF3C9815269		Mesibov	Robert Evan		1946					wikidata
wd:Q21338968	Q21338968		D7A31A41-56FD-4417-8BEC-E59DF2BE3DBF										wikidata
wd:Q21338969	Q21338969					Charles							wikidata
wd:Q21338970	Q21338970		3F52E7D3-C2D4-4C5C-B62A-D28BC524B9B4			Thomas		1948					wikidata
wd:Q21338972	Q21338972		C44D6E44-FA1C-4B29-B7BB-FAF5940CD225			James Norman							wikidata
wd:Q21338974	Q21338974		0A32B354-AE50-4262-809B-C136E7957881		Fletcher	Murray J.							wikidata
wd:Q21338975	Q21338975		72814FDB-6F9B-4A56-B2F4-2DB95D631784										wikidata
wd:Q21338977	Q21338977	14673-1			Duke	Norman C.		1952				Angiosperms|Gymnosperms	ipni
wd:Q21338978	Q21338978		9BD4846E-F4D0-4DB2-A567-FAF0A58B6D98		Michelsen	Verner							wikidata
wd:Q21338979	Q21338979		81F82BFD-020E-4F5A-8295-86D16D4264AA		Thatcher	Vernon Everett		1929	2011				wikidata
wd:Q21338986	Q21338986	20036413-1			Nayaka	Sanjeeva		1974		2006	2006	Fungi	ipni
wd:Q21338989	Q21338989				Mitsuhashi	Masako							wikidata
wd:Q21338990	Q21338990		1FCBEC2D-0ECE-4863-A9B6-C280193CA320		Ribeiro Costa	Cibele							wikidata
wd:Q21338993	Q21338993	20002332-1			Sparrius	Laurens Benjamin		1976				Fungi	ipni
wd:Q21338994	Q21338994		5BE821DA-8F8D-4557-AE78-9D508DD2F153			Otavio							wikidata
wd:Q21338995	Q21338995		9A4D1DFA-7EDD-4737-AD31-F0C62246F383										wikidata
wd:Q21338996	Q21338996	36019-1			Makinson	Robert Owen		1956				Angiosperms|Gymnosperms	ipni
wd:Q21338998	Q21338998		6094BBA6-5EE6-420F-BAA5-F52D44F11F14		Chen								wikidata
wd:Q21339000	Q21339000	11627-1			Whitehouse	Eula		1892	1974			Bryophytes|Angiosperms|Gymnosperms	ipni
wd:Q21339003	Q21339003		BAAAE3EA-186C-4CFE-8E52-D108AF725AB2			Emmanuel							wikidata
wd:Q21339007	Q21339007		C4655C61-DFB0-4B13-BEFF-747E3D60F9E4		Freudenthal	Matthijs		1937	2026				wikidata
wd:Q21339008	Q21339008		D28CEAFB-0F34-4937-A66E-6AC8BA90E325			Oldřich		1976					wikidata
wd:Q21339009	Q21339009		8365AA9B-3DA5-4539-96EF-451BA4BAE2C4		Freitag	Hendrik		2000					wikidata
wd:Q21339010	Q21339010		61FFFC34-0D4B-4BEE-A1CC-70BEA962434E		Martín	Elvira		2000					wikidata
wd:Q21339012	Q21339012		1F0BEE19-B3FF-4E0A-BE7B-305E76AEDBE4		Aspöck	Ulrike		1941					wikidata
wd:Q21339013	Q21339013		54DECC8C-920E-4F5D-A6E9-91AF4E488387										wikidata
wd:Q21339015	Q21339015	20034773-1	64087C7F-6BFD-461A-86F5-950E30A6662F		Aspöck	Horst		1939		2003	2003	Fungi	wikidata
wd:Q21339018	Q21339018		D4606D6C-F314-4781-AD51-C7FCB6F6003B		Bílý	Svatopluk		1945	2022			Insects	wikidata
wd:Q21339020	Q21339020		753E0015-8623-40AD-9FA4-1820C1758340					1961					wikidata
wd:Q21339022	Q21339022		59C602A9-67E0-4373-AAAC-EFA2F9252748		Błażewicz	Magdalena							wikidata
wd:Q21339023	Q21339023		8D9319A2-3883-420F-A980-FC142DA75D1E		Arribas	Oscar							wikidata
wd:Q21339025	Q21339025		3741DEFF-469D-4961-BFB9-0B15DBBB2D1E										wikidata
wd:Q21339026	Q21339026		52504CC6-E640-4926-B5E0-741514BE3ADD			Daniel							wikidata
wd:Q21339027	Q21339027		61491A0D-716B-47DA-8F4E-C208CA0EBA75			Pedro							wikidata
wd:Q21339028	Q21339028		ACD78B28-1392-4921-8B17-504A7F555144		Kendrick	Roger							wikidata
wd:Q21339029	Q21339029	22609-1			Lumbsch	Helge Thorsten		1964				Plants|Fungi	ipni
wd:Q21339030	Q21339030		0CF81641-1DD1-4CBD-9735-F1FE7EB0BCF5		Taverne	Louis Paul							wikidata
wd:Q21339032	Q21339032		7306DCB6-9392-45D4-ABC2-840DA8CDDA9D		Rubinoff	Daniel							wikidata
wd:Q21339033	Q21339033	17909-1			Delise	Dominique François		1780	1841			Fungi	ipni
wd:Q21339034	Q21339034				Badiola	Ainara		1975					wikidata
wd:Q21339035	Q21339035		9AEF8A6F-7EA1-480A-9054-6319EE00892E			Virginijus							wikidata
wd:Q21339036	Q21339036	16226-1			Bloxam	Richard Rowland		1798	1877			Fungi	ipni
wd:Q21339039	Q21339039	2078-1			Degelius	Gunnar Bror Fritiof		1903	1993			Fungi	ipni
wd:Q21339041	Q21339041		2798CD5D-78A8-4D13-A09F-C96526E49069										wikidata
wd:Q21339045	Q21339045		43387D35-5072-4213-841E-3539544860B0		Philips								wikidata
wd:Q21339046	Q21339046		F24D0654-6B05-489D-A59D-5D1806CDF781		Jordana	Rafael		1941					wikidata
wd:Q21339047	Q21339047	18574-1			Esslinger	Theodore Lee		1944				Fungi	ipni
wd:Q21339048	Q21339048		D8F5C679-C30C-442C-8621-D3B8EDB17EF7			Louis		1949					wikidata
wd:Q21339049	Q21339049		B8E3B1A3-5192-4487-9E35-10063D0FFFDC		Baquero	Enrique		1901					wikidata
wd:Q21339055	Q21339055		2CA9C700-5343-45DD-9759-AEC4AF1D7E0B			Agustín		1916	1977				wikidata
wd:Q21339056	Q21339056		6D7F2B1A-3A55-4E84-9030-E9C5F55F9643		Drumont	Alain						Insects	wikidata
wd:Q21339057	Q21339057		07C0E6CE-0F29-4ADE-9C87-8D283E2EBEB6		Isler	Morton		1929				Chordates	wikidata
wd:Q21339058	Q21339058		9E735972-9C23-4BE6-AFC6-F85B2DF64F27										wikidata
wd:Q21339060	Q21339060		53DD218C-51F1-443D-A07B-AFC5D217312A					1950	2008				wikidata
wd:Q21339067	Q21339067		7E26255E-57DF-4758-A945-63AA65EB6265					1956					wikidata
wd:Q21339068	Q21339068		62F8E04B-813B-46BB-9D67-5A2A77DC611D		Hugo	Elizabeth							wikidata
wd:Q21339069	Q21339069	21643-1			Korf	Richard Paul		1925	2016			Fungi	ipni
wd:Q21339070	Q21339070		35047200-8327-44AB-8C15-FF12C1A55805		Hlaváč	Peter							wikidata
wd:Q21339071	Q21339071		A76B3F9B-9C1F-4655-B399-05D60D2EC47A			Alexandre							wikidata
wd:Q21339077	Q21339077					John							wikidata
wd:Q21339078	Q21339078		BE4CA083-88F6-4037-826D-605FFF5078F7			Catrin							wikidata
wd:Q21339082	Q21339082	14190-1			Tubergen	Cornelis Gerrit van		1844	1919			Angiosperms|Gymnosperms	ipni
wd:Q21339083	Q21339083	22127-1			Lazarenko	Andrei Sazontovich		1901	1979			Bryophytes	ipni
wd:Q21339084	Q21339084		812819A1-41EF-4CB5-A23E-BC19CC0ED7B9		Angulo	Ariadne							wikidata
wd:Q21339085	Q21339085	26463-1			Sérusiaux	Emmannuël		1953				Fungi	ipni
wd:Q21339086	Q21339086		3BD2A72C-A88E-4B2F-A22C-7CF522DE6F4D			Christian		1971					wikidata
wd:Q21339087	Q21339087		790D0153-6676-46BD-ADD4-18E2D12C9241			Rogerio							wikidata
wd:Q21339093	Q21339093	27907-1			Triebel	Dagmar		1957				Fungi	ipni
wd:Q21339094	Q21339094	22084-1			Lata	Kanchan				1979	1979	Angiosperms|Gymnosperms|Fungi	ipni
wd:Q21339095	Q21339095		626C606A-5112-45B3-97F7-25ED42488C27					1940					wikidata
wd:Q21339096	Q21339096		774693FF-3C3F-474E-8D9E-B74777D1EAA8		Brumfield	Robb		2000					wikidata
wd:Q21339097	Q21339097		0649DF90-036C-4B6E-BD71-FCC17366857A		Machado								wikidata
wd:Q21339099	Q21339099	7411-1			Paulson	Robert		1857	1935			Fungi	ipni
wd:Q21339100	Q21339100		7C861600-1A17-41BF-87CD-082480420AB4			Alexandre							wikidata
wd:Q21339101	Q21339101		1533F61B-590E-4328-A86F-4BE3336C35B6		Stonis	Jonas Rimantas		1958					wikidata
wd:Q21339105	Q21339105		BAB0E0FA-8C77-4BFA-8999-5980D25E8183		Martínez	Iñigo		2000					wikidata
wd:Q21339106	Q21339106	8380-1			Riddle	Lincoln Ware		1880	1921			Fungi	ipni
wd:Q21339109	Q21339109	7463-1			Peekel	Gerhard		1876	1949			Angiosperms|Gymnosperms	ipni
wd:Q21339110	Q21339110		63BD9C28-6652-449C-91E0-4457C8385350			Hidetoshi		1959					wikidata
wd:Q21339111	Q21339111		A1893E5E-D5C6-4C3F-8692-8D0C37D4E508			Cristiano							wikidata
wd:Q21339113	Q21339113				Coyle	Frederick							wikidata
wd:Q21339114	Q21339114		F40AAF29-EB8A-46E5-9DF3-8B2CD502FF65			Jose José							wikidata
wd:Q21339115	Q21339115	31998-1			Nishida	Harofumi		1954				Pteridophytes	ipni
wd:Q21339117	Q21339117		8A7637AB-CCDA-49EB-BDEF-357AC9330E8D			Martin							wikidata
wd:Q21339120	Q21339120	9183-1			Schnack	Benno Julio Christian		1910	1981			Angiosperms|Gymnosperms	ipni
wd:Q21339121	Q21339121		095AACCD-5890-484C-B538-8B8C8E287303		Pola	Marta							wikidata
wd:Q21339122	Q21339122		4D882A89-E0C1-4F78-93E7-FA1B5A2650F2										wikidata
wd:Q21339125	Q21339125		10810E73-BAB5-4171-B6B2-D908E8B6483F		Polhemus	John T.		1929	2013				wikidata
wd:Q21339127	Q21339127	25509-1			Renauld	Ferdinand François Gabriel		1837	1910			Plants|Bryophytes|Fungi	ipni
wd:Q21339128	Q21339128		6412112C-B8D7-40D6-9E51-D2389DC80B44		Rada	Marco							wikidata
wd:Q21339129	Q21339129	11293-1			Wächter	Wilhelm		1870	1928			Angiosperms|Gymnosperms|Fungi	ipni
wd:Q21339131	Q21339131		23C64705-A184-4181-9278-23B2FB18DFF2										wikidata
wd:Q21339134	Q21339134		142F0F2F-875F-44EE-BC9C-DDFF1AF8DEDB		Shimomura								wikidata
wd:Q21339136	Q21339136		521250C2-5475-4C22-8527-7F45704AE85E			Peter							wikidata
wd:Q21339137	Q21339137	21884-1			Kurokawa	Syo		1926	2010			Fungi	ipni
wd:Q21339138	Q21339138	26471-1			Sedelnikova	N.V.				1984	1984	Fungi	ipni
wd:Q21339142	Q21339142				Sanchiz	Francisco de Borja							wikidata
wd:Q21339143	Q21339143		97F623D9-4317-4009-A5BF-6839F3B71267					1928					wikidata
wd:Q21339145	Q21339145		04CA5AAF-3F37-4491-AE08-C7AC846881D8			Charles		1958	2016				wikidata
wd:Q21339146	Q21339146		9862FF39-7CF7-4397-AF55-7A17686F6D51		Turan	Davut							wikidata
wd:Q21339147	Q21339147	38929-1			DePriest	Paula T.		1957		1998	1998	Fungi	ipni
wd:Q21339148	Q21339148		B16CC719-0398-4D11-9658-8438E9127155			Michael							wikidata
wd:Q21339150	Q21339150	31107-1			Awasthi	Dharani Dhar		1922	2011			Fungi	ipni
wd:Q21339153	Q21339153		B61E351B-BB22-467F-AEED-F0F9BBFBAED5			Eduardo Gabriel							wikidata
wd:Q21339154	Q21339154	27941-1			Tschermak-Woess	Elizabeth		1917	2001			Algae|Fungi	ipni
wd:Q21339155	Q21339155	10850-1			Kornuch-Trotzky	Petrus(Peter)		1803	1877			Angiosperms|Gymnosperms	ipni
wd:Q21339156	Q21339156		C089E9E8-9795-46A5-A088-1332BA83A839		Schuh	Randall Tobias		1943				Insects	wikidata
wd:Q21339157	Q21339157	20618-1			Huneck	Siegfried		1928	2011			Fungi	ipni
wd:Q21339159	Q21339159		84274638-E41E-4DF8-9831-AC253ED9E32C			James		1944	2021				wikidata
wd:Q21339161	Q21339161	22275-1			Leuckert	Christian		1930	2011			Fungi	ipni
wd:Q21339163	Q21339163		12913CE7-9BCD-4D1A-B6CE-E9AA750F0C71		Watson	Ronald							wikidata
wd:Q21339164	Q21339164	17296-1			Clauzade	F.J. Georges A.		1914	2002			Fungi	ipni
wd:Q21339165	Q21339165		C6F2E98D-1A36-4D9C-943A-C48C5C4F7C98		Panteleyev	Andrey		1961					wikidata
wd:Q21339166	Q21339166		E0894B5F-7C5D-4EFB-BD2E-252D2D14B513		Woodman	Neal		1958				Chordates	wikidata
wd:Q21339167	Q21339167	22269-1			Letrouit-Galinou	Marie-Agnes		1931				Fungi	ipni
wd:Q21339169	Q21339169		19EA3422-93AC-4DA1-B1B4-664AECE74E3C			Anne							wikidata
wd:Q21339170	Q21339170		35762A9C-7920-4184-8A4D-922170A6AFBE			Angela							wikidata
wd:Q21339171	Q21339171	18445-1			Elix	John Alan		1941				Fungi	ipni
wd:Q21339172	Q21339172				Freeman	Hugh		1912	2002				wikidata
wd:Q21339173	Q21339173		4B97570F-5A7D-447A-8810-B67C5E6F7CC0		Csorba	Gábor		1961					wikidata
wd:Q21339174	Q21339174	20012229-2			Knudsen	Kerry		1950		2005	2005	Fungi	ipni
wd:Q21339175	Q21339175					Roberto Juan		1946	2022				wikidata
wd:Q21339178	Q21339178	20006137-2			Lendemer	James Colin		1984		2005		Angiosperms|Gymnosperms|Fungi	ipni
wd:Q21339179	Q21339179		0E4B9371-D14E-4E85-86E0-A09D78D62071			Matthew						Animals|Insects	wikidata
wd:Q21339180	Q21339180		B39A6244-E659-45F7-BB75-436452A860B7		Hudson Paul	Logan Catherine		1941	2019				wikidata
wd:Q21339181	Q21339181	20001005-1			Fryday	Alan M.		1948				Fungi	ipni
wd:Q21339182	Q21339182		F96FCD0A-4A22-4782-B077-4588E193134A		Huertas	Blanca		1978				Lepidoptera	wikidata
